"Unable to refresh recent statistics.","tidak dapat memperbarui statistik saat ini."
"Unable to save the cron expression.","Tidak dapat menyimpan ekspresi cron."
"Unable to save the invoice.","Tidak dapat menyimpan Faktur."
"Unable to send the invoice email.","Tidak dapat mengirim faktur email."
"Unable to send the shipment email.","Tidak dapat mengirim email pengiriman."
"Unable to void the credit memo.","Tidak dapat membatalkan memo kredit."
"Unknown","tidak diketahui"
"Unknown Error","Error tidak diketahui"
"Unknown Error.","Error tidak diketahui."
"Unlimited","Tidak terbatas"
"Unselect All","semua tidak dipilih"
"Unselect Visible","Terlihat dibatalkan"
"Update","Perbarui"
"Update Preview","Tinjauan Perbaruan"
"Updated At","Perbarui Di"
"Upload File","Unggah file"
"Upload Files","Unggah file"
"Upload HTTP Error","Mengunggah HTTP Error"
"Upload I/O Error","Unggah I/O Error"
"Upload Security Error","Unggah Keamanan Error"
"Upload import file","Unggah file impor"
"Use All Available Attributes","Use All Available Attributes"
"Use Config Settings","Gunakan Pengaturan Konfigurasi"
"Use Default","Gunakan Standar"
"Use Default Value","gunakan Nilai Standar"
"Use Default Variable Values","Gunakan standar Nilai Variabel"
"Use Silent Post:","Menggunakan Post Diam:"
"Use Website","Gunakan Situs"
"Used Currently For","Saat Digunakan untuk"
"Used as Default For","Digunakan sebagai Standar Untuk"
"User","Pengguna"
"User Email","Pengguna Email"
"User ID","ID Pengguna"
"User Info","Info Pengguna"
"User Information","Informasi Pengguna"
"User Name","Nama pengguna"
"User Name is required field.","Nama pengguna dibutuhkan bidang."
"User Name:","Nama pengguna:"
"User Role","role Pengguna"
"User Roles","role Pengguna"
"User Roles Information","Informasi role Pengguna"
"User name","Nama Pengguna"
"Users","Pengguna"
"Validation Results","Hasil Validasi"
"Value","Nilai"
"Value Delimiter:","Nilai Pembatas:"
"Variable","Variabel"
"Variable Code","Kode Variabel"
"Variable HTML Value","Nilai Variabel HTML"
"Variable ID","ID Variabel"
"Variable Name","Nama Variabel"
"Variable Plain Value","Variabel Nilai Sederhana"
"Verification Failed","Bidang Verifikasi"
"Verification Successful","Verifikasi Berhasil"
"Verification cannot be processed","Verifikasi tidak dapat diproses"
"View","Lihat"
"View Actions XML","Lihat Aksi XML"
"View Details","Lihat Detail"
"View Full Size","Lihat ukuran penuh"
"View Gallery","Lihat Galeri"
"View Memo","Lihat Memo"
"View Memo for #%s","Lihat Memo Untuk #%s"
"View Shipment","Lihat Pengiriman"
"View Statistics For","Lihat Statistik Untuk"
"Visibility:","Visibilitas:"
"Warning! Empty value can cause problems with CSV format.","Peringatan! Nilai Kosong Dapat Menyebabkan Masalah Dengan CSV format."
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?","Peringatan!\r\n Aksi ini akan menghapus pengguna ini dari role yang sudah ditandai\r\n Apakah Anda yakin?"
"Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?","Peringatan!\r\n Aksi ini akan menghapus pengguna dari role yang telah ditandai \r\nApakah Anda yakin?"
"Warning: All related AirMail messages will be deteted!\n Are you sure you want to do this?","Peringatan: Semua pesan yang terkait dengan pos udara akan dihapus!\n Apakah Anda yakin Ingin melakukan hal ini?"
"Warning: Please do not close the window during importing/exporting data","Peringatan: Mohon Jangan tutup Jendela selama mengimpor/mengeskpor data"
"Watermark File for %s","tanda air bidang untuk %s"
"We appreciate our merchants\' feedback, please <a href=""#"" onclick=""surveyAction(\'yes\'); return false;"">take our survey</a> to provide insight on the features you would like included in Magento. <a href=""#"" onclick=""surveyAction(\'no\'); return false;"">Remove this notification</a>","Kami Menghargai Para Penjual, Mohon Masukan <a href=""#"" onclick=""surveyAction(\'yes\'); return false;"">ambil survey kami</a> untuk memberikan wawasan tentang ciri khas yang akan Anda sukai termasuk pada Magento. <a href=""#"" onclick=""surveyAction(\'no\'); return false;"">Hapus notifikasi ini</a>"
"We detected that your JavaScript seem to be disabled.","Kami mendeteksi bahwa JavaScript Anda tampaknya dinonaktifkan."
"We\'re in our typing table, coding away more features for Magento. Thank you for your patience.","Kami Pada Meja Ketik Kami, pengkodean jauh lebih banyak fitur Untuk Magento. Terima kasih atas kesabaran Anda."
"Web Section","Bagian Jaringan"
"Web Services","Layanan Jaringan"
"Web services","Layanan Jaringan"
"Website","Situs"
"What is this?","Apakah ini?"
"Wishlist Report","Laporan Daftar yang diinginkan"
"Wishlist item is not loaded.","Barang yang ada di Daftar yang diiginkan tidak dimasukan."
"Wrong billing agreement ID specified.","ID kesepakatan Tagihan keliru ditentukan."
"Wrong column format.","Kolom format Salah."
"Wrong newsletter template.","template Buletin yang keliru."
"Wrong quote item.","Barang Kutipan Keliru."
"Wrong tab configuration.","Konfigurasi Tab Keliru."
"Wrong tag was specified.","Tag keliru Telah ditentukan."
"Wrong transaction ID specified.","ID transaksi salah telah ditentukan."
"XML","XML"
"XML data is invalid.","XML data Tidak Berlaku."
"XML object is not instance of ""Varien_Simplexml_Element"".","XML objek bukanlah turunan dari ""Varien_Simplexml_Element""."
"YTD","YTD"
"Year","Tahun"
"Yes","Ya"
"Yes (301 Moved Permanently)","Ya (301 Dipindahkan Secara Permanen)"
"Yes (302 Found)","Ya (302 Ditemukan)"
"Yes (only price with tax)","Ya (Harga yang termasuk Pajak)"
"You cannot delete your own account.","Anda Tidak dapat menghapus akun pribadi Anda."
"You have %s unread message(s).","Anda mempunyai %s Pesan yang belum terbaca."
"You have logged out.","Anda Telah Keluar."
"You have not enough permissions to use this functionality.","Anda belum cukup hak akses untuk menggunakan fungsi ini."
"You must have JavaScript enabled in your browser to utilize the functionality of this website.","Anda harus mengaktifkan JavaScript di browser Anda untuk memanfaatkan fungsi dari Situs ini ."
"You need to specify order items.","Anda perlu menentukan urutan barang."
"Your answers contain duplicates.","Jawaban Anda mengandung duplikat."
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","Pengaturan PHP server Anda Mengijinkan Untuk  Mengunggah file Tidak Lebih dari %s Pada Waktu Bersamaan. Silakan Merubah Post_Ukuran_Maksimal(saat ini adalah %s) dan unggah_maksimal_ukuran file (saat ini adalah %s) Nilai dalam php.ini jika Anda Ingin Mengunggah file Yang lebih Besar."
"Your web server is configured incorrectly. As a result, configuration files with sensitive information are accessible from the outside. Please contact your hosting provider.","Web server anda tidak dikonfigurasi dengan benar. Akibatnya, file konfigurasi dengan informasi sensitif dapat diakses dari luar. Silakan hubungi penyedia hosting Anda."
"Zip/Postal Code","Zip/Kode Pos"
"Zip/Postal Code:","Zip/Kode Pos:"
"[ deleted ]","[ Hapus ]"
"[GLOBAL]","[GLOBAL]"
"[STORE VIEW]","[TAMPILAN TOKO]"
"[WEBSITE]","[SITUS]"
"b","b"
"close","tutup"
"critical","Kritis"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","contoh: ""peta situs/"" atau""/"" untuk jalur dasar (jalur harus dapat ditulis)"
"example: sitemap.xml","contoh: sitemap.xml"
"from","dari"
"items selected","barang yang terpilih"
"major","mayor"
"minor","minor"
"notice","catatan"
"of %s pages","dari %s halaman"
"per page","per halaman"
"store(%s) scope","toko(%s) jangkauan"
"to","ke"
"website(%s) scope","situs(%s)lingkup"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>.","{{dasar_url}} tidak direkomendasikan untuk digunakan dalam sebuah lingkungan produksi untuk menyatakan Basis yang tidak aman URL / Basis aman URL.Hal ini sangat dianjurkan untuk mengubah nilai ini dalam Magento Anda <a href=""%s"">Konfigurasi</a>."
